<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SBER,60,20/11/20,13:00,238.6900000,239.0900000,238.3200000,238.4400000,2843820
SBER,60,20/11/20,14:00,238.4700000,238.8900000,238.3000000,238.7200000,1745050
SBER,60,20/11/20,15:00,238.7400000,239.0900000,237.9000000,238.2300000,3565610
SBER,60,20/11/20,16:00,238.2400000,238.6700000,237.7200000,237.7700000,2635130
SBER,60,20/11/20,17:00,237.7700000,238.4200000,237.2500000,237.8300000,3650100
SBER,60,20/11/20,18:00,237.8400000,238.1500000,237.6500000,238.0000000,3665420
SBER,60,20/11/20,19:00,238.0000000,238.1800000,237.6800000,238.0300000,710810
SBER,60,20/11/20,20:00,238.0300000,238.7300000,237.9900000,238.5700000,832150
SBER,60,20/11/20,21:00,238.5800000,238.7700000,238.4100000,238.7000000,599650
SBER,60,20/11/20,22:00,238.7000000,238.9000000,238.5000000,238.8100000,572570
SBER,60,20/11/20,23:00,238.8300000,239.5700000,238.6100000,239.4200000,1205370
SBER,60,23/11/20,10:00,240.4600000,243.8700000,240.3600000,243.1200000,16194570
SBER,60,23/11/20,11:00,243.1900000,243.5600000,242.0800000,242.6000000,7494180
SBER,60,23/11/20,12:00,242.6000000,242.6700000,241.4100000,242.0000000,5217060
SBER,60,23/11/20,13:00,241.9900000,242.5200000,241.5300000,241.7000000,3572560
SBER,60,23/11/20,14:00,241.6300000,241.7200000,239.1100000,239.9000000,9130710
SBER,60,23/11/20,15:00,239.9000000,240.8800000,239.8000000,240.5900000,5028850
SBER,60,23/11/20,16:00,240.5100000,240.7200000,239.9000000,240.5300000,3574270
SBER,60,23/11/20,17:00,240.5100000,241.7900000,240.4800000,240.7700000,5983980
SBER,60,23/11/20,18:00,240.7800000,241.2000000,238.5200000,238.8400000,14026620
SBER,60,23/11/20,19:00,238.9000000,239.7000000,238.5700000,239.2200000,1729410
SBER,60,23/11/20,20:00,239.2200000,239.5600000,238.8500000,239.5300000,728070
SBER,60,23/11/20,21:00,239.5100000,239.6000000,239.2000000,239.4300000,368560
SBER,60,23/11/20,22:00,239.4500000,239.7000000,239.0100000,239.7000000,765150
SBER,60,23/11/20,23:00,239.7000000,240.0000000,239.5100000,239.7000000,936600
SBER,60,24/11/20,10:00,241.5100000,242.4400000,240.5600000,240.5800000,8822760
SBER,60,24/11/20,11:00,240.6000000,241.5700000,239.7800000,240.0500000,6644570
SBER,60,24/11/20,12:00,240.0500000,240.4800000,239.5700000,240.0400000,3914820
SBER,60,24/11/20,13:00,240.0400000,241.3300000,239.7400000,241.1400000,3157710
SBER,60,24/11/20,14:00,241.1000000,241.4800000,240.4600000,240.5400000,2299170
SBER,60,24/11/20,15:00,240.5400000,241.1700000,240.0500000,241.1000000,2127540
SBER,60,24/11/20,16:00,241.1000000,244.5400000,241.0000000,243.9300000,15649830
SBER,60,24/11/20,17:00,243.9300000,246.6900000,243.9200000,245.7700000,17418240
SBER,60,24/11/20,18:00,245.7700000,247.8500000,245.6800000,245.7200000,16127980
SBER,60,24/11/20,19:00,246.1000000,246.9300000,245.9000000,246.2800000,2311730
SBER,60,24/11/20,20:00,246.2800000,246.4000000,246.0100000,246.3000000,821490
SBER,60,24/11/20,21:00,246.2600000,246.6000000,246.1900000,246.3000000,1490870
SBER,60,24/11/20,22:00,246.3000000,246.9800000,246.2500000,246.8300000,1363560
SBER,60,24/11/20,23:00,246.7900000,247.8300000,246.7000000,247.3300000,2241450
SBER,60,25/11/20,10:00,247.9500000,249.7900000,246.5500000,249.6600000,18551480
SBER,60,25/11/20,11:00,249.6900000,252.1000000,249.5000000,251.0700000,29827690
SBER,60,25/11/20,12:00,251.1600000,252.2000000,248.7500000,248.8200000,16216860
SBER,60,25/11/20,13:00,248.7500000,250.3900000,248.5400000,249.4500000,13703860
SBER,60,25/11/20,14:00,249.4500000,250.6000000,248.8800000,250.4200000,5919990
SBER,60,25/11/20,15:00,250.4200000,251.5900000,250.3100000,250.3100000,8971920
SBER,60,25/11/20,16:00,250.3200000,250.9800000,249.5500000,249.7700000,7886380
